"id","district_full_code","country_code","country_name","province_code","province_name","city_code","city_full_code","city_name","district_code","district_name","ctime","mtime"
1,"110101","86",中国,"11",北京,"01","1101",北京市,"01",东城区,"2017-02-13","2017-02-13"
2,"110102","86",中国,"11",北京,"01","1101",北京市,"02",西城区,"2017-02-13","2017-02-13"
3,"110105","86",中国,"11",北京,"01","1101",北京市,"05",朝阳区,"2017-02-13","2017-02-13"
4,"110106","86",中国,"11",北京,"01","1101",北京市,"06",丰台区,"2017-02-13","2017-02-13"
5,"110107","86",中国,"11",北京,"01","1101",北京市,"07",石景山区,"2017-02-13","2017-02-13"
6,"110108","86",中国,"11",北京,"01","1101",北京市,"08",海淀区,"2017-02-13","2017-02-13"
7,"110109","86",中国,"11",北京,"01","1101",北京市,"09",门头沟区,"2017-02-13","2017-02-13"
8,"110111","86",中国,"11",北京,"01","1101",北京市,"11",房山区,"2017-02-13","2017-02-13"
9,"110112","86",中国,"11",北京,"01","1101",北京市,"12",通州区,"2017-02-13","2017-02-13"
10,"110113","86",中国,"11",北京,"01","1101",北京市,"13",顺义区,"2017-02-13","2017-02-13"
11,"110114","86",中国,"11",北京,"01","1101",北京市,"14",昌平区,"2017-02-13","2017-02-13"
12,"110115","86",中国,"11",北京,"01","1101",北京市,"15",大兴区,"2017-02-13","2017-02-13"
13,"110116","86",中国,"11",北京,"01","1101",北京市,"16",怀柔区,"2017-02-13","2017-02-13"
14,"110117","86",中国,"11",北京,"01","1101",北京市,"17",平谷区,"2017-02-13","2017-02-13"
15,"110228","86",中国,"11",北京,"02","1102",北京市,"28",密云县,"2017-02-13","2017-02-13"
16,"110229","86",中国,"11",北京,"02","1102",北京市,"29",延庆县,"2017-02-13","2017-02-13"
17,"120101","86",中国,"12",天津,"01","1201",天津市,"01",和平区,"2017-02-13","2017-02-13"
18,"120102","86",中国,"12",天津,"01","1201",天津市,"02",河东区,"2017-02-13","2017-02-13"
19,"120103","86",中国,"12",天津,"01","1201",天津市,"03",河西区,"2017-02-13","2017-02-13"
20,"120104","86",中国,"12",天津,"01","1201",天津市,"04",南开区,"2017-02-13","2017-02-13"
21,"120105","86",中国,"12",天津,"01","1201",天津市,"05",河北区,"2017-02-13","2017-02-13"
22,"120106","86",中国,"12",天津,"01","1201",天津市,"06",红桥区,"2017-02-13","2017-02-13"
23,"120110","86",中国,"12",天津,"01","1201",天津市,"10",东丽区,"2017-02-13","2017-02-13"
24,"120111","86",中国,"12",天津,"01","1201",天津市,"11",西青区,"2017-02-13","2017-02-13"
25,"120112","86",中国,"12",天津,"01","1201",天津市,"12",津南区,"2017-02-13","2017-02-13"
26,"120113","86",中国,"12",天津,"01","1201",天津市,"13",北辰区,"2017-02-13","2017-02-13"
27,"120114","86",中国,"12",天津,"01","1201",天津市,"14",武清区,"2017-02-13","2017-02-13"
28,"120115","86",中国,"12",天津,"01","1201",天津市,"15",宝坻区,"2017-02-13","2017-02-13"
29,"120116","86",中国,"12",天津,"01","1201",天津市,"16",滨海新区,"2017-02-13","2017-02-13"
30,"120221","86",中国,"12",天津,"02","1202",天津市,"21",宁河县,"2017-02-13","2017-02-13"
31,"120223","86",中国,"12",天津,"02","1202",天津市,"23",静海县,"2017-02-13","2017-02-13"
32,"120225","86",中国,"12",天津,"02","1202",天津市,"25",蓟县,"2017-02-13","2017-02-13"
33,"130100","86",中国,"13",河北省,"01","1301",河北省,"00",石家庄市,"2017-02-13","2017-02-13"
34,"130200","86",中国,"13",河北省,"02","1302",河北省,"00",唐山市,"2017-02-13","2017-02-13"
35,"130300","86",中国,"13",河北省,"03","1303",河北省,"00",秦皇岛市,"2017-02-13","2017-02-13"
36,"130400","86",中国,"13",河北省,"04","1304",河北省,"00",邯郸市,"2017-02-13","2017-02-13"
37,"130500","86",中国,"13",河北省,"05","1305",河北省,"00",邢台市,"2017-02-13","2017-02-13"
38,"130600","86",中国,"13",河北省,"06","1306",河北省,"00",保定市,"2017-02-13","2017-02-13"
39,"130700","86",中国,"13",河北省,"07","1307",河北省,"00",张家口市,"2017-02-13","2017-02-13"
40,"130800","86",中国,"13",河北省,"08","1308",河北省,"00",承德市,"2017-02-13","2017-02-13"
41,"130900","86",中国,"13",河北省,"09","1309",河北省,"00",沧州市,"2017-02-13","2017-02-13"
42,"131000","86",中国,"13",河北省,"10","1310",河北省,"00",廊坊市,"2017-02-13","2017-02-13"
43,"131100","86",中国,"13",河北省,"11","1311",河北省,"00",衡水市,"2017-02-13","2017-02-13"
44,"130102","86",中国,"13",河北省,"01","1301",石家庄市,"02",长安区,"2017-02-13","2017-02-13"
45,"130103","86",中国,"13",河北省,"01","1301",石家庄市,"03",桥东区,"2017-02-13","2017-02-13"
46,"130104","86",中国,"13",河北省,"01","1301",石家庄市,"04",桥西区,"2017-02-13","2017-02-13"
47,"130105","86",中国,"13",河北省,"01","1301",石家庄市,"05",新华区,"2017-02-13","2017-02-13"
48,"130107","86",中国,"13",河北省,"01","1301",石家庄市,"07",井陉矿区,"2017-02-13","2017-02-13"
49,"130108","86",中国,"13",河北省,"01","1301",石家庄市,"08",裕华区,"2017-02-13","2017-02-13"
50,"130121","86",中国,"13",河北省,"01","1301",石家庄市,"21",井陉县,"2017-02-13","2017-02-13"
51,"130123","86",中国,"13",河北省,"01","1301",石家庄市,"23",正定县,"2017-02-13","2017-02-13"
52,"130124","86",中国,"13",河北省,"01","1301",石家庄市,"24",栾城县,"2017-02-13","2017-02-13"
53,"130125","86",中国,"13",河北省,"01","1301",石家庄市,"25",行唐县,"2017-02-13","2017-02-13"
54,"130126","86",中国,"13",河北省,"01","1301",石家庄市,"26",灵寿县,"2017-02-13","2017-02-13"
55,"130127","86",中国,"13",河北省,"01","1301",石家庄市,"27",高邑县,"2017-02-13","2017-02-13"
56,"130128","86",中国,"13",河北省,"01","1301",石家庄市,"28",深泽县,"2017-02-13","2017-02-13"
57,"130129","86",中国,"13",河北省,"01","1301",石家庄市,"29",赞皇县,"2017-02-13","2017-02-13"
58,"130130","86",中国,"13",河北省,"01","1301",石家庄市,"30",无极县,"2017-02-13","2017-02-13"
59,"130131","86",中国,"13",河北省,"01","1301",石家庄市,"31",平山县,"2017-02-13","2017-02-13"
60,"130132","86",中国,"13",河北省,"01","1301",石家庄市,"32",元氏县,"2017-02-13","2017-02-13"
61,"130133","86",中国,"13",河北省,"01","1301",石家庄市,"33",赵县,"2017-02-13","2017-02-13"
62,"130181","86",中国,"13",河北省,"01","1301",石家庄市,"81",辛集市,"2017-02-13","2017-02-13"
63,"130182","86",中国,"13",河北省,"01","1301",石家庄市,"82",藁城市,"2017-02-13","2017-02-13"
64,"130183","86",中国,"13",河北省,"01","1301",石家庄市,"83",晋州市,"2017-02-13","2017-02-13"
65,"130184","86",中国,"13",河北省,"01","1301",石家庄市,"84",新乐市,"2017-02-13","2017-02-13"
66,"130185","86",中国,"13",河北省,"01","1301",石家庄市,"85",鹿泉市,"2017-02-13","2017-02-13"
67,"130202","86",中国,"13",河北省,"02","1302",唐山市,"02",路南区,"2017-02-13","2017-02-13"
68,"130203","86",中国,"13",河北省,"02","1302",唐山市,"03",路北区,"2017-02-13","2017-02-13"
69,"130204","86",中国,"13",河北省,"02","1302",唐山市,"04",古冶区,"2017-02-13","2017-02-13"
70,"130205","86",中国,"13",河北省,"02","1302",唐山市,"05",开平区,"2017-02-13","2017-02-13"
71,"130207","86",中国,"13",河北省,"02","1302",唐山市,"07",丰南区,"2017-02-13","2017-02-13"
72,"130208","86",中国,"13",河北省,"02","1302",唐山市,"08",丰润区,"2017-02-13","2017-02-13"
73,"130230","86",中国,"13",河北省,"02","1302",唐山市,"30",曹妃甸区,"2017-02-13","2017-02-13"
74,"130223","86",中国,"13",河北省,"02","1302",唐山市,"23",滦县,"2017-02-13","2017-02-13"
75,"130224","86",中国,"13",河北省,"02","1302",唐山市,"24",滦南县,"2017-02-13","2017-02-13"
76,"130225","86",中国,"13",河北省,"02","1302",唐山市,"25",乐亭县,"2017-02-13","2017-02-13"
77,"130227","86",中国,"13",河北省,"02","1302",唐山市,"27",迁西县,"2017-02-13","2017-02-13"
78,"130229","86",中国,"13",河北省,"02","1302",唐山市,"29",玉田县,"2017-02-13","2017-02-13"
79,"130281","86",中国,"13",河北省,"02","1302",唐山市,"81",遵化市,"2017-02-13","2017-02-13"
80,"130283","86",中国,"13",河北省,"02","1302",唐山市,"83",迁安市,"2017-02-13","2017-02-13"
81,"130302","86",中国,"13",河北省,"03","1303",秦皇岛市,"02",海港区,"2017-02-13","2017-02-13"
82,"130303","86",中国,"13",河北省,"03","1303",秦皇岛市,"03",山海关区,"2017-02-13","2017-02-13"
83,"130304","86",中国,"13",河北省,"03","1303",秦皇岛市,"04",北戴河区,"2017-02-13","2017-02-13"
84,"130321","86",中国,"13",河北省,"03","1303",秦皇岛市,"21",青龙满族自治县,"2017-02-13","2017-02-13"
85,"130322","86",中国,"13",河北省,"03","1303",秦皇岛市,"22",昌黎县,"2017-02-13","2017-02-13"
86,"130323","86",中国,"13",河北省,"03","1303",秦皇岛市,"23",抚宁县,"2017-02-13","2017-02-13"
87,"130324","86",中国,"13",河北省,"03","1303",秦皇岛市,"24",卢龙县,"2017-02-13","2017-02-13"
88,"130402","86",中国,"13",河北省,"04","1304",邯郸市,"02",邯山区,"2017-02-13","2017-02-13"
89,"130403","86",中国,"13",河北省,"04","1304",邯郸市,"03",丛台区,"2017-02-13","2017-02-13"
90,"130404","86",中国,"13",河北省,"04","1304",邯郸市,"04",复兴区,"2017-02-13","2017-02-13"
91,"130406","86",中国,"13",河北省,"04","1304",邯郸市,"06",峰峰矿区,"2017-02-13","2017-02-13"
92,"130421","86",中国,"13",河北省,"04","1304",邯郸市,"21",邯郸县,"2017-02-13","2017-02-13"
93,"130423","86",中国,"13",河北省,"04","1304",邯郸市,"23",临漳县,"2017-02-13","2017-02-13"
94,"130424","86",中国,"13",河北省,"04","1304",邯郸市,"24",成安县,"2017-02-13","2017-02-13"
95,"130425","86",中国,"13",河北省,"04","1304",邯郸市,"25",大名县,"2017-02-13","2017-02-13"
96,"130426","86",中国,"13",河北省,"04","1304",邯郸市,"26",涉县,"2017-02-13","2017-02-13"
97,"130427","86",中国,"13",河北省,"04","1304",邯郸市,"27",磁县,"2017-02-13","2017-02-13"
98,"130428","86",中国,"13",河北省,"04","1304",邯郸市,"28",肥乡县,"2017-02-13","2017-02-13"
99,"130429","86",中国,"13",河北省,"04","1304",邯郸市,"29",永年县,"2017-02-13","2017-02-13"
100,"130430","86",中国,"13",河北省,"04","1304",邯郸市,"30",邱县,"2017-02-13","2017-02-13"
101,"130431","86",中国,"13",河北省,"04","1304",邯郸市,"31",鸡泽县,"2017-02-13","2017-02-13"
102,"130432","86",中国,"13",河北省,"04","1304",邯郸市,"32",广平县,"2017-02-13","2017-02-13"
103,"130433","86",中国,"13",河北省,"04","1304",邯郸市,"33",馆陶县,"2017-02-13","2017-02-13"
104,"130434","86",中国,"13",河北省,"04","1304",邯郸市,"34",魏县,"2017-02-13","2017-02-13"
105,"130435","86",中国,"13",河北省,"04","1304",邯郸市,"35",曲周县,"2017-02-13","2017-02-13"
106,"130481","86",中国,"13",河北省,"04","1304",邯郸市,"81",武安市,"2017-02-13","2017-02-13"
107,"130502","86",中国,"13",河北省,"05","1305",邢台市,"02",桥东区,"2017-02-13","2017-02-13"
108,"130503","86",中国,"13",河北省,"05","1305",邢台市,"03",桥西区,"2017-02-13","2017-02-13"
109,"130521","86",中国,"13",河北省,"05","1305",邢台市,"21",邢台县,"2017-02-13","2017-02-13"
110,"130522","86",中国,"13",河北省,"05","1305",邢台市,"22",临城县,"2017-02-13","2017-02-13"
111,"130523","86",中国,"13",河北省,"05","1305",邢台市,"23",内丘县,"2017-02-13","2017-02-13"
112,"130524","86",中国,"13",河北省,"05","1305",邢台市,"24",柏乡县,"2017-02-13","2017-02-13"
113,"130525","86",中国,"13",河北省,"05","1305",邢台市,"25",隆尧县,"2017-02-13","2017-02-13"
114,"130526","86",中国,"13",河北省,"05","1305",邢台市,"26",任县,"2017-02-13","2017-02-13"
115,"130527","86",中国,"13",河北省,"05","1305",邢台市,"27",南和县,"2017-02-13","2017-02-13"
116,"130528","86",中国,"13",河北省,"05","1305",邢台市,"28",宁晋县,"2017-02-13","2017-02-13"
117,"130529","86",中国,"13",河北省,"05","1305",邢台市,"29",巨鹿县,"2017-02-13","2017-02-13"
118,"130530","86",中国,"13",河北省,"05","1305",邢台市,"30",新河县,"2017-02-13","2017-02-13"
119,"130531","86",中国,"13",河北省,"05","1305",邢台市,"31",广宗县,"2017-02-13","2017-02-13"
120,"130532","86",中国,"13",河北省,"05","1305",邢台市,"32",平乡县,"2017-02-13","2017-02-13"
121,"130533","86",中国,"13",河北省,"05","1305",邢台市,"33",威县,"2017-02-13","2017-02-13"
122,"130534","86",中国,"13",河北省,"05","1305",邢台市,"34",清河县,"2017-02-13","2017-02-13"
123,"130535","86",中国,"13",河北省,"05","1305",邢台市,"35",临西县,"2017-02-13","2017-02-13"
124,"130581","86",中国,"13",河北省,"05","1305",邢台市,"81",南宫市,"2017-02-13","2017-02-13"
125,"130582","86",中国,"13",河北省,"05","1305",邢台市,"82",沙河市,"2017-02-13","2017-02-13"
126,"130602","86",中国,"13",河北省,"06","1306",保定市,"02",新市区,"2017-02-13","2017-02-13"
127,"130603","86",中国,"13",河北省,"06","1306",保定市,"03",北市区,"2017-02-13","2017-02-13"
128,"130604","86",中国,"13",河北省,"06","1306",保定市,"04",南市区,"2017-02-13","2017-02-13"
129,"130621","86",中国,"13",河北省,"06","1306",保定市,"21",满城县,"2017-02-13","2017-02-13"
130,"130622","86",中国,"13",河北省,"06","1306",保定市,"22",清苑县,"2017-02-13","2017-02-13"
131,"130623","86",中国,"13",河北省,"06","1306",保定市,"23",涞水县,"2017-02-13","2017-02-13"
132,"130624","86",中国,"13",河北省,"06","1306",保定市,"24",阜平县,"2017-02-13","2017-02-13"
133,"130625","86",中国,"13",河北省,"06","1306",保定市,"25",徐水县,"2017-02-13","2017-02-13"
134,"130626","86",中国,"13",河北省,"06","1306",保定市,"26",定兴县,"2017-02-13","2017-02-13"
135,"130627","86",中国,"13",河北省,"06","1306",保定市,"27",唐县,"2017-02-13","2017-02-13"
136,"130628","86",中国,"13",河北省,"06","1306",保定市,"28",高阳县,"2017-02-13","2017-02-13"
137,"130629","86",中国,"13",河北省,"06","1306",保定市,"29",容城县,"2017-02-13","2017-02-13"
138,"130630","86",中国,"13",河北省,"06","1306",保定市,"30",涞源县,"2017-02-13","2017-02-13"
139,"130631","86",中国,"13",河北省,"06","1306",保定市,"31",望都县,"2017-02-13","2017-02-13"
140,"130632","86",中国,"13",河北省,"06","1306",保定市,"32",安新县,"2017-02-13","2017-02-13"
141,"130633","86",中国,"13",河北省,"06","1306",保定市,"33",易县,"2017-02-13","2017-02-13"
142,"130634","86",中国,"13",河北省,"06","1306",保定市,"34",曲阳县,"2017-02-13","2017-02-13"
143,"130635","86",中国,"13",河北省,"06","1306",保定市,"35",蠡县,"2017-02-13","2017-02-13"
144,"130636","86",中国,"13",河北省,"06","1306",保定市,"36",顺平县,"2017-02-13","2017-02-13"
145,"130637","86",中国,"13",河北省,"06","1306",保定市,"37",博野县,"2017-02-13","2017-02-13"
146,"130638","86",中国,"13",河北省,"06","1306",保定市,"38",雄县,"2017-02-13","2017-02-13"
147,"130681","86",中国,"13",河北省,"06","1306",保定市,"81",涿州市,"2017-02-13","2017-02-13"
148,"130682","86",中国,"13",河北省,"06","1306",保定市,"82",定州市,"2017-02-13","2017-02-13"
149,"130683","86",中国,"13",河北省,"06","1306",保定市,"83",安国市,"2017-02-13","2017-02-13"
150,"130684","86",中国,"13",河北省,"06","1306",保定市,"84",高碑店市,"2017-02-13","2017-02-13"
151,"130702","86",中国,"13",河北省,"07","1307",张家口市,"02",桥东区,"2017-02-13","2017-02-13"
152,"130703","86",中国,"13",河北省,"07","1307",张家口市,"03",桥西区,"2017-02-13","2017-02-13"
153,"130705","86",中国,"13",河北省,"07","1307",张家口市,"05",宣化区,"2017-02-13","2017-02-13"
154,"130706","86",中国,"13",河北省,"07","1307",张家口市,"06",下花园区,"2017-02-13","2017-02-13"
155,"130721","86",中国,"13",河北省,"07","1307",张家口市,"21",宣化县,"2017-02-13","2017-02-13"
156,"130722","86",中国,"13",河北省,"07","1307",张家口市,"22",张北县,"2017-02-13","2017-02-13"
157,"130723","86",中国,"13",河北省,"07","1307",张家口市,"23",康保县,"2017-02-13","2017-02-13"
158,"130724","86",中国,"13",河北省,"07","1307",张家口市,"24",沽源县,"2017-02-13","2017-02-13"
159,"130725","86",中国,"13",河北省,"07","1307",张家口市,"25",尚义县,"2017-02-13","2017-02-13"
160,"130726","86",中国,"13",河北省,"07","1307",张家口市,"26",蔚县,"2017-02-13","2017-02-13"
161,"130727","86",中国,"13",河北省,"07","1307",张家口市,"27",阳原县,"2017-02-13","2017-02-13"
162,"130728","86",中国,"13",河北省,"07","1307",张家口市,"28",怀安县,"2017-02-13","2017-02-13"
163,"130729","86",中国,"13",河北省,"07","1307",张家口市,"29",万全县,"2017-02-13","2017-02-13"
164,"130730","86",中国,"13",河北省,"07","1307",张家口市,"30",怀来县,"2017-02-13","2017-02-13"
165,"130731","86",中国,"13",河北省,"07","1307",张家口市,"31",涿鹿县,"2017-02-13","2017-02-13"
166,"130732","86",中国,"13",河北省,"07","1307",张家口市,"32",赤城县,"2017-02-13","2017-02-13"
167,"130733","86",中国,"13",河北省,"07","1307",张家口市,"33",崇礼县,"2017-02-13","2017-02-13"
168,"130802","86",中国,"13",河北省,"08","1308",承德市,"02",双桥区,"2017-02-13","2017-02-13"
169,"130803","86",中国,"13",河北省,"08","1308",承德市,"03",双滦区,"2017-02-13","2017-02-13"
170,"130804","86",中国,"13",河北省,"08","1308",承德市,"04",鹰手营子矿区,"2017-02-13","2017-02-13"
171,"130821","86",中国,"13",河北省,"08","1308",承德市,"21",承德县,"2017-02-13","2017-02-13"
172,"130822","86",中国,"13",河北省,"08","1308",承德市,"22",兴隆县,"2017-02-13","2017-02-13"
173,"130823","86",中国,"13",河北省,"08","1308",承德市,"23",平泉县,"2017-02-13","2017-02-13"
174,"130824","86",中国,"13",河北省,"08","1308",承德市,"24",滦平县,"2017-02-13","2017-02-13"
175,"130825","86",中国,"13",河北省,"08","1308",承德市,"25",隆化县,"2017-02-13","2017-02-13"
176,"130826","86",中国,"13",河北省,"08","1308",承德市,"26",丰宁满族自治县,"2017-02-13","2017-02-13"
177,"130827","86",中国,"13",河北省,"08","1308",承德市,"27",宽城满族自治县,"2017-02-13","2017-02-13"
178,"130828","86",中国,"13",河北省,"08","1308",承德市,"28",围场满族蒙古族自治县,"2017-02-13","2017-02-13"
179,"130902","86",中国,"13",河北省,"09","1309",沧州市,"02",新华区,"2017-02-13","2017-02-13"
180,"130903","86",中国,"13",河北省,"09","1309",沧州市,"03",运河区,"2017-02-13","2017-02-13"
181,"130921","86",中国,"13",河北省,"09","1309",沧州市,"21",沧县,"2017-02-13","2017-02-13"
182,"130922","86",中国,"13",河北省,"09","1309",沧州市,"22",青县,"2017-02-13","2017-02-13"
183,"130923","86",中国,"13",河北省,"09","1309",沧州市,"23",东光县,"2017-02-13","2017-02-13"
184,"130924","86",中国,"13",河北省,"09","1309",沧州市,"24",海兴县,"2017-02-13","2017-02-13"
185,"130925","86",中国,"13",河北省,"09","1309",沧州市,"25",盐山县,"2017-02-13","2017-02-13"
186,"130926","86",中国,"13",河北省,"09","1309",沧州市,"26",肃宁县,"2017-02-13","2017-02-13"
187,"130927","86",中国,"13",河北省,"09","1309",沧州市,"27",南皮县,"2017-02-13","2017-02-13"
188,"130928","86",中国,"13",河北省,"09","1309",沧州市,"28",吴桥县,"2017-02-13","2017-02-13"
189,"130929","86",中国,"13",河北省,"09","1309",沧州市,"29",献县,"2017-02-13","2017-02-13"
190,"130930","86",中国,"13",河北省,"09","1309",沧州市,"30",孟村回族自治县,"2017-02-13","2017-02-13"
191,"130981","86",中国,"13",河北省,"09","1309",沧州市,"81",泊头市,"2017-02-13","2017-02-13"
192,"130982","86",中国,"13",河北省,"09","1309",沧州市,"82",任丘市,"2017-02-13","2017-02-13"
193,"130983","86",中国,"13",河北省,"09","1309",沧州市,"83",黄骅市,"2017-02-13","2017-02-13"
194,"130984","86",中国,"13",河北省,"09","1309",沧州市,"84",河间市,"2017-02-13","2017-02-13"
195,"131002","86",中国,"13",河北省,"10","1310",廊坊市,"02",安次区,"2017-02-13","2017-02-13"
196,"131003","86",中国,"13",河北省,"10","1310",廊坊市,"03",广阳区,"2017-02-13","2017-02-13"
197,"131022","86",中国,"13",河北省,"10","1310",廊坊市,"22",固安县,"2017-02-13","2017-02-13"
198,"131023","86",中国,"13",河北省,"10","1310",廊坊市,"23",永清县,"2017-02-13","2017-02-13"
199,"131024","86",中国,"13",河北省,"10","1310",廊坊市,"24",香河县,"2017-02-13","2017-02-13"
200,"131025","86",中国,"13",河北省,"10","1310",廊坊市,"25",大城县,"2017-02-13","2017-02-13"
201,"131026","86",中国,"13",河北省,"10","1310",廊坊市,"26",文安县,"2017-02-13","2017-02-13"
202,"131028","86",中国,"13",河北省,"10","1310",廊坊市,"28",大厂回族自治县,"2017-02-13","2017-02-13"
203,"131081","86",中国,"13",河北省,"10","1310",廊坊市,"81",霸州市,"2017-02-13","2017-02-13"
204,"131082","86",中国,"13",河北省,"10","1310",廊坊市,"82",三河市,"2017-02-13","2017-02-13"
205,"131102","86",中国,"13",河北省,"11","1311",衡水市,"02",桃城区,"2017-02-13","2017-02-13"
206,"131121","86",中国,"13",河北省,"11","1311",衡水市,"21",枣强县,"2017-02-13","2017-02-13"
207,"131122","86",中国,"13",河北省,"11","1311",衡水市,"22",武邑县,"2017-02-13","2017-02-13"
208,"131123","86",中国,"13",河北省,"11","1311",衡水市,"23",武强县,"2017-02-13","2017-02-13"
209,"131124","86",中国,"13",河北省,"11","1311",衡水市,"24",饶阳县,"2017-02-13","2017-02-13"
210,"131125","86",中国,"13",河北省,"11","1311",衡水市,"25",安平县,"2017-02-13","2017-02-13"
211,"131126","86",中国,"13",河北省,"11","1311",衡水市,"26",故城县,"2017-02-13","2017-02-13"
212,"131127","86",中国,"13",河北省,"11","1311",衡水市,"27",景县,"2017-02-13","2017-02-13"
213,"131128","86",中国,"13",河北省,"11","1311",衡水市,"28",阜城县,"2017-02-13","2017-02-13"
214,"131181","86",中国,"13",河北省,"11","1311",衡水市,"81",冀州市,"2017-02-13","2017-02-13"
215,"131182","86",中国,"13",河北省,"11","1311",衡水市,"82",深州市,"2017-02-13","2017-02-13"
216,"140105","86",中国,"14",山西省,"01","1401",太原市,"05",小店区,"2017-02-13","2017-02-13"
217,"140106","86",中国,"14",山西省,"01","1401",太原市,"06",迎泽区,"2017-02-13","2017-02-13"
218,"140107","86",中国,"14",山西省,"01","1401",太原市,"07",杏花岭区,"2017-02-13","2017-02-13"
219,"140108","86",中国,"14",山西省,"01","1401",太原市,"08",尖草坪区,"2017-02-13","2017-02-13"
220,"140109","86",中国,"14",山西省,"01","1401",太原市,"09",万柏林区,"2017-02-13","2017-02-13"
221,"140110","86",中国,"14",山西省,"01","1401",太原市,"10",晋源区,"2017-02-13","2017-02-13"
222,"140121","86",中国,"14",山西省,"01","1401",太原市,"21",清徐县,"2017-02-13","2017-02-13"
223,"140122","86",中国,"14",山西省,"01","1401",太原市,"22",阳曲县,"2017-02-13","2017-02-13"
224,"140123","86",中国,"14",山西省,"01","1401",太原市,"23",娄烦县,"2017-02-13","2017-02-13"
225,"140181","86",中国,"14",山西省,"01","1401",太原市,"81",古交市,"2017-02-13","2017-02-13"
226,"140202","86",中国,"14",山西省,"02","1402",大同市,"02",城区,"2017-02-13","2017-02-13"
227,"140203","86",中国,"14",山西省,"02","1402",大同市,"03",矿区,"2017-02-13","2017-02-13"
228,"140211","86",中国,"14",山西省,"02","1402",大同市,"11",南郊区,"2017-02-13","2017-02-13"
229,"140212","86",中国,"14",山西省,"02","1402",大同市,"12",新荣区,"2017-02-13","2017-02-13"
230,"140221","86",中国,"14",山西省,"02","1402",大同市,"21",阳高县,"2017-02-13","2017-02-13"
231,"140222","86",中国,"14",山西省,"02","1402",大同市,"22",天镇县,"2017-02-13","2017-02-13"
232,"140223","86",中国,"14",山西省,"02","1402",大同市,"23",广灵县,"2017-02-13","2017-02-13"
233,"140224","86",中国,"14",山西省,"02","1402",大同市,"24",灵丘县,"2017-02-13","2017-02-13"
234,"140225","86",中国,"14",山西省,"02","1402",大同市,"25",浑源县,"2017-02-13","2017-02-13"
235,"140226","86",中国,"14",山西省,"02","1402",大同市,"26",左云县,"2017-02-13","2017-02-13"
236,"140227","86",中国,"14",山西省,"02","1402",大同市,"27",大同县,"2017-02-13","2017-02-13"
237,"140302","86",中国,"14",山西省,"03","1403",阳泉市,"02",城区,"2017-02-13","2017-02-13"
238,"140303","86",中国,"14",山西省,"03","1403",阳泉市,"03",矿区,"2017-02-13","2017-02-13"
239,"140311","86",中国,"14",山西省,"03","1403",阳泉市,"11",郊区,"2017-02-13","2017-02-13"
240,"140321","86",中国,"14",山西省,"03","1403",阳泉市,"21",平定县,"2017-02-13","2017-02-13"
241,"140322","86",中国,"14",山西省,"03","1403",阳泉市,"22",盂县,"2017-02-13","2017-02-13"
242,"140402","86",中国,"14",山西省,"04","1404",长治市,"02",城区,"2017-02-13","2017-02-13"
243,"140411","86",中国,"14",山西省,"04","1404",长治市,"11",郊区,"2017-02-13","2017-02-13"
244,"140421","86",中国,"14",山西省,"04","1404",长治市,"21",长治县,"2017-02-13","2017-02-13"
245,"140423","86",中国,"14",山西省,"04","1404",长治市,"23",襄垣县,"2017-02-13","2017-02-13"
246,"140424","86",中国,"14",山西省,"04","1404",长治市,"24",屯留县,"2017-02-13","2017-02-13"
247,"140425","86",中国,"14",山西省,"04","1404",长治市,"25",平顺县,"2017-02-13","2017-02-13"
248,"140426","86",中国,"14",山西省,"04","1404",长治市,"26",黎城县,"2017-02-13","2017-02-13"
249,"140427","86",中国,"14",山西省,"04","1404",长治市,"27",壶关县,"2017-02-13","2017-02-13"
250,"140428","86",中国,"14",山西省,"04","1404",长治市,"28",长子县,"2017-02-13","2017-02-13"
251,"140429","86",中国,"14",山西省,"04","1404",长治市,"29",武乡县,"2017-02-13","2017-02-13"
252,"140430","86",中国,"14",山西省,"04","1404",长治市,"30",沁县,"2017-02-13","2017-02-13"
253,"140431","86",中国,"14",山西省,"04","1404",长治市,"31",沁源县,"2017-02-13","2017-02-13"
254,"140481","86",中国,"14",山西省,"04","1404",长治市,"81",潞城市,"2017-02-13","2017-02-13"
255,"140502","86",中国,"14",山西省,"05","1405",晋城市,"02",城区,"2017-02-13","2017-02-13"
256,"140521","86",中国,"14",山西省,"05","1405",晋城市,"21",沁水县,"2017-02-13","2017-02-13"
257,"140522","86",中国,"14",山西省,"05","1405",晋城市,"22",阳城县,"2017-02-13","2017-02-13"
258,"140524","86",中国,"14",山西省,"05","1405",晋城市,"24",陵川县,"2017-02-13","2017-02-13"
259,"140525","86",中国,"14",山西省,"05","1405",晋城市,"25",泽州县,"2017-02-13","2017-02-13"
260,"140581","86",中国,"14",山西省,"05","1405",晋城市,"81",高平市,"2017-02-13","2017-02-13"
261,"140602","86",中国,"14",山西省,"06","1406",朔州市,"02",朔城区,"2017-02-13","2017-02-13"
262,"140603","86",中国,"14",山西省,"06","1406",朔州市,"03",平鲁区,"2017-02-13","2017-02-13"
263,"140621","86",中国,"14",山西省,"06","1406",朔州市,"21",山阴县,"2017-02-13","2017-02-13"
264,"140622","86",中国,"14",山西省,"06","1406",朔州市,"22",应县,"2017-02-13","2017-02-13"
